id,age_group_det,pop,ICD10D,hosp,disease,f_age,l_age
05966,ALT065B70,6915,ICD10D-J00-J99,155,respiratory,65,70
05966,ALT070B75,5371,ICD10D-A00-B99,64,infectious,70,75
05966,ALT070B75,5371,ICD10D-INS,2871,all,70,75
05966,ALT070B75,5371,ICD10D-J00-J99,213,respiratory,70,75
05966,ALT075B80,6512,ICD10D-A00-B99,100,infectious,75,80
05966,ALT075B80,6512,ICD10D-INS,3895,all,75,80
05966,ALT075B80,6512,ICD10D-J00-J99,269,respiratory,75,80
05966,ALT080B85,4139,ICD10D-A00-B99,79,infectious,80,85
05966,ALT080B85,4139,ICD10D-INS,2810,all,80,85
05966,ALT080B85,4139,ICD10D-J00-J99,187,respiratory,80,85
05966,ALT085B90,2471,ICD10D-A00-B99,85,infectious,85,90
05966,ALT085B90,2471,ICD10D-INS,1791,all,85,90
05966,ALT085B90,2471,ICD10D-J00-J99,142,respiratory,85,90
05966,ALT090UM,1114,ICD10D-A00-B99,23,infectious,90,NA
05966,ALT090UM,1114,ICD10D-INS,758,all,90,NA
05966,ALT090UM,1114,ICD10D-J00-J99,73,respiratory,90,NA
05970,ALT000,2563,ICD10D-A00-B99,59,infectious,0,NA
05970,ALT000,2563,ICD10D-INS,3075,all,0,NA
05970,ALT000,2563,ICD10D-J00-J99,168,respiratory,0,NA
05970,ALT001B05,9614,ICD10D-A00-B99,120,infectious,1,5
05970,ALT001B05,9614,ICD10D-INS,1131,all,1,5
05970,ALT001B05,9614,ICD10D-J00-J99,382,respiratory,1,5
05970,ALT005B10,11747,ICD10D-A00-B99,61,infectious,5,10
05970,ALT005B10,11747,ICD10D-INS,758,all,5,10
05970,ALT005B10,11747,ICD10D-J00-J99,176,respiratory,5,10
05970,ALT010B15,12379,ICD10D-A00-B99,39,infectious,10,15
05970,ALT010B15,12379,ICD10D-INS,913,all,10,15
05970,ALT010B15,12379,ICD10D-J00-J99,79,respiratory,10,15
05970,ALT015B20,15012,ICD10D-A00-B99,64,infectious,15,20
05970,ALT015B20,15012,ICD10D-INS,1898,all,15,20
05970,ALT015B20,15012,ICD10D-J00-J99,156,respiratory,15,20
05970,ALT020B25,18377,ICD10D-A00-B99,72,infectious,20,25
05970,ALT020B25,18377,ICD10D-INS,2531,all,20,25
05970,ALT020B25,18377,ICD10D-J00-J99,169,respiratory,20,25
05970,ALT025B30,18585,ICD10D-A00-B99,61,infectious,25,30
05970,ALT025B30,18585,ICD10D-INS,3162,all,25,30
05970,ALT025B30,18585,ICD10D-J00-J99,157,respiratory,25,30
05970,ALT030B35,16460,ICD10D-A00-B99,52,infectious,30,35
05970,ALT030B35,16460,ICD10D-INS,3124,all,30,35
05970,ALT030B35,16460,ICD10D-J00-J99,143,respiratory,30,35
05970,ALT035B40,15613,ICD10D-A00-B99,63,infectious,35,40
05970,ALT035B40,15613,ICD10D-INS,2559,all,35,40
05970,ALT035B40,15613,ICD10D-J00-J99,117,respiratory,35,40
05970,ALT040B45,15103,ICD10D-A00-B99,56,infectious,40,45
05970,ALT040B45,15103,ICD10D-INS,2366,all,40,45
05970,ALT040B45,15103,ICD10D-J00-J99,108,respiratory,40,45
05970,ALT045B50,20441,ICD10D-A00-B99,64,infectious,45,50
05970,ALT045B50,20441,ICD10D-INS,3686,all,45,50
05970,ALT045B50,20441,ICD10D-J00-J99,136,respiratory,45,50
05970,ALT050B55,23448,ICD10D-A00-B99,107,infectious,50,55
05970,ALT050B55,23448,ICD10D-INS,4870,all,50,55
05970,ALT050B55,23448,ICD10D-J00-J99,200,respiratory,50,55
05970,ALT055B60,21389,ICD10D-A00-B99,110,infectious,55,60
05970,ALT055B60,21389,ICD10D-INS,5357,all,55,60
05970,ALT055B60,21389,ICD10D-J00-J99,340,respiratory,55,60
05970,ALT060B65,18385,ICD10D-A00-B99,131,infectious,60,65
05970,ALT060B65,18385,ICD10D-INS,5870,all,60,65
05970,ALT060B65,18385,ICD10D-J00-J99,371,respiratory,60,65
05970,ALT065B70,15535,ICD10D-A00-B99,131,infectious,65,70
05970,ALT065B70,15535,ICD10D-INS,5705,all,65,70
05970,ALT065B70,15535,ICD10D-J00-J99,310,respiratory,65,70
05970,ALT070B75,11633,ICD10D-A00-B99,132,infectious,70,75
05970,ALT070B75,11633,ICD10D-INS,5365,all,70,75
05970,ALT070B75,11633,ICD10D-J00-J99,353,respiratory,70,75
05970,ALT075B80,14734,ICD10D-A00-B99,206,infectious,75,80
05970,ALT075B80,14734,ICD10D-INS,7890,all,75,80
05970,ALT075B80,14734,ICD10D-J00-J99,458,respiratory,75,80
05970,ALT080B85,9374,ICD10D-A00-B99,190,infectious,80,85
05970,ALT080B85,9374,ICD10D-INS,5483,all,80,85
05970,ALT080B85,9374,ICD10D-J00-J99,297,respiratory,80,85
05970,ALT085B90,5201,ICD10D-A00-B99,120,infectious,85,90
05970,ALT085B90,5201,ICD10D-INS,3459,all,85,90
05970,ALT085B90,5201,ICD10D-J00-J99,230,respiratory,85,90
05970,ALT090UM,2340,ICD10D-A00-B99,68,infectious,90,NA
05970,ALT090UM,2340,ICD10D-INS,1567,all,90,NA
05970,ALT090UM,2340,ICD10D-J00-J99,102,respiratory,90,NA
05974,ALT000,2725,ICD10D-A00-B99,156,infectious,0,NA
05974,ALT000,2725,ICD10D-INS,3685,all,0,NA
05974,ALT000,2725,ICD10D-J00-J99,240,respiratory,0,NA
05974,ALT001B05,10740,ICD10D-A00-B99,215,infectious,1,5
05974,ALT001B05,10740,ICD10D-INS,1402,all,1,5
05974,ALT001B05,10740,ICD10D-J00-J99,421,respiratory,1,5
05974,ALT005B10,13367,ICD10D-A00-B99,151,infectious,5,10
05974,ALT005B10,13367,ICD10D-INS,1167,all,5,10
05974,ALT005B10,13367,ICD10D-J00-J99,167,respiratory,5,10
05974,ALT010B15,14875,ICD10D-A00-B99,135,infectious,10,15
05974,ALT010B15,14875,ICD10D-INS,1482,all,10,15
05974,ALT010B15,14875,ICD10D-J00-J99,93,respiratory,10,15
05974,ALT015B20,17288,ICD10D-A00-B99,114,infectious,15,20
05974,ALT015B20,17288,ICD10D-INS,2678,all,15,20
05974,ALT015B20,17288,ICD10D-J00-J99,153,respiratory,15,20
05974,ALT020B25,16886,ICD10D-A00-B99,102,infectious,20,25
05974,ALT020B25,16886,ICD10D-INS,2906,all,20,25
05974,ALT020B25,16886,ICD10D-J00-J99,159,respiratory,20,25
05974,ALT025B30,17048,ICD10D-A00-B99,107,infectious,25,30
05974,ALT025B30,17048,ICD10D-INS,3318,all,25,30
05974,ALT025B30,17048,ICD10D-J00-J99,148,respiratory,25,30
05974,ALT030B35,16938,ICD10D-A00-B99,83,infectious,30,35
05974,ALT030B35,16938,ICD10D-INS,3509,all,30,35
05974,ALT030B35,16938,ICD10D-J00-J99,131,respiratory,30,35
05974,ALT035B40,17171,ICD10D-A00-B99,73,infectious,35,40
05974,ALT035B40,17171,ICD10D-INS,3185,all,35,40
05974,ALT035B40,17171,ICD10D-J00-J99,130,respiratory,35,40
05974,ALT040B45,17622,ICD10D-A00-B99,64,infectious,40,45
05974,ALT040B45,17622,ICD10D-INS,3256,all,40,45
05974,ALT040B45,17622,ICD10D-J00-J99,139,respiratory,40,45
05974,ALT045B50,24018,ICD10D-A00-B99,97,infectious,45,50
05974,ALT045B50,24018,ICD10D-INS,4846,all,45,50
05974,ALT045B50,24018,ICD10D-J00-J99,211,respiratory,45,50
05974,ALT050B55,26715,ICD10D-A00-B99,112,infectious,50,55
05974,ALT050B55,26715,ICD10D-INS,6368,all,50,55
05974,ALT050B55,26715,ICD10D-J00-J99,271,respiratory,50,55
05974,ALT055B60,23903,ICD10D-A00-B99,121,infectious,55,60
05974,ALT055B60,23903,ICD10D-INS,6484,all,55,60
05974,ALT055B60,23903,ICD10D-J00-J99,346,respiratory,55,60
05974,ALT060B65,19777,ICD10D-A00-B99,140,infectious,60,65
05974,ALT060B65,19777,ICD10D-INS,6536,all,60,65
05974,ALT060B65,19777,ICD10D-J00-J99,344,respiratory,60,65
05974,ALT065B70,16317,ICD10D-A00-B99,143,infectious,65,70
05974,ALT065B70,16317,ICD10D-INS,6785,all,65,70
05974,ALT065B70,16317,ICD10D-J00-J99,449,respiratory,65,70
05974,ALT070B75,12479,ICD10D-A00-B99,198,infectious,70,75
05974,ALT070B75,12479,ICD10D-INS,6738,all,70,75
05974,ALT070B75,12479,ICD10D-J00-J99,400,respiratory,70,75
05974,ALT075B80,15636,ICD10D-A00-B99,259,infectious,75,80
05974,ALT075B80,15636,ICD10D-INS,10099,all,75,80
05974,ALT075B80,15636,ICD10D-J00-J99,642,respiratory,75,80
05974,ALT080B85,9816,ICD10D-A00-B99,238,infectious,80,85
05974,ALT080B85,9816,ICD10D-INS,7229,all,80,85
05974,ALT080B85,9816,ICD10D-J00-J99,472,respiratory,80,85
05974,ALT085B90,5540,ICD10D-A00-B99,154,infectious,85,90
05974,ALT085B90,5540,ICD10D-INS,4748,all,85,90
05974,ALT085B90,5540,ICD10D-J00-J99,401,respiratory,85,90
05974,ALT090UM,2794,ICD10D-A00-B99,110,infectious,90,NA
05974,ALT090UM,2794,ICD10D-INS,2363,all,90,NA
05974,ALT090UM,2794,ICD10D-J00-J99,196,respiratory,90,NA
05978,ALT000,3398,ICD10D-A00-B99,137,infectious,0,NA
05978,ALT000,3398,ICD10D-INS,4407,all,0,NA
05978,ALT000,3398,ICD10D-J00-J99,287,respiratory,0,NA
05978,ALT001B05,13179,ICD10D-A00-B99,179,infectious,1,5
05978,ALT001B05,13179,ICD10D-INS,1581,all,1,5
05978,ALT001B05,13179,ICD10D-J00-J99,468,respiratory,1,5
05978,ALT005B10,16435,ICD10D-A00-B99,97,infectious,5,10
05978,ALT005B10,16435,ICD10D-INS,1334,all,5,10
05978,ALT005B10,16435,ICD10D-J00-J99,174,respiratory,5,10
05978,ALT010B15,17896,ICD10D-A00-B99,75,infectious,10,15
05978,ALT010B15,17896,ICD10D-INS,1696,all,10,15
05978,ALT010B15,17896,ICD10D-J00-J99,84,respiratory,10,15
05978,ALT015B20,21219,ICD10D-A00-B99,137,infectious,15,20
05978,ALT015B20,21219,ICD10D-INS,3079,all,15,20
05978,ALT015B20,21219,ICD10D-J00-J99,184,respiratory,15,20
05978,ALT020B25,20941,ICD10D-A00-B99,149,infectious,20,25
05978,ALT020B25,20941,ICD10D-INS,3438,all,20,25
05978,ALT020B25,20941,ICD10D-J00-J99,187,respiratory,20,25
05978,ALT025B30,21383,ICD10D-A00-B99,118,infectious,25,30
05978,ALT025B30,21383,ICD10D-INS,4288,all,25,30
05978,ALT025B30,21383,ICD10D-J00-J99,192,respiratory,25,30
05978,ALT030B35,21062,ICD10D-A00-B99,88,infectious,30,35
05978,ALT030B35,21062,ICD10D-INS,4401,all,30,35
05978,ALT030B35,21062,ICD10D-J00-J99,184,respiratory,30,35
05978,ALT035B40,22222,ICD10D-A00-B99,92,infectious,35,40
05978,ALT035B40,22222,ICD10D-INS,4400,all,35,40
05978,ALT035B40,22222,ICD10D-J00-J99,206,respiratory,35,40
05978,ALT040B45,22724,ICD10D-A00-B99,106,infectious,40,45
05978,ALT040B45,22724,ICD10D-INS,4091,all,40,45
05978,ALT040B45,22724,ICD10D-J00-J99,202,respiratory,40,45
05978,ALT045B50,30900,ICD10D-A00-B99,133,infectious,45,50
05978,ALT045B50,30900,ICD10D-INS,6244,all,45,50
05978,ALT045B50,30900,ICD10D-J00-J99,295,respiratory,45,50
05978,ALT050B55,35054,ICD10D-A00-B99,153,infectious,50,55
05978,ALT050B55,35054,ICD10D-INS,7934,all,50,55
05978,ALT050B55,35054,ICD10D-J00-J99,389,respiratory,50,55
05978,ALT055B60,32020,ICD10D-A00-B99,170,infectious,55,60
05978,ALT055B60,32020,ICD10D-INS,9107,all,55,60
05978,ALT055B60,32020,ICD10D-J00-J99,555,respiratory,55,60
05978,ALT060B65,27481,ICD10D-A00-B99,200,infectious,60,65
05978,ALT060B65,27481,ICD10D-INS,9051,all,60,65
05978,ALT060B65,27481,ICD10D-J00-J99,648,respiratory,60,65
05978,ALT065B70,23249,ICD10D-A00-B99,215,infectious,65,70
05978,ALT065B70,23249,ICD10D-INS,9465,all,65,70
05978,ALT065B70,23249,ICD10D-J00-J99,757,respiratory,65,70
05978,ALT070B75,18301,ICD10D-A00-B99,279,infectious,70,75
05978,ALT070B75,18301,ICD10D-INS,10301,all,70,75
05978,ALT070B75,18301,ICD10D-J00-J99,745,respiratory,70,75
05978,ALT075B80,21154,ICD10D-A00-B99,439,infectious,75,80
05978,ALT075B80,21154,ICD10D-INS,13382,all,75,80
05978,ALT075B80,21154,ICD10D-J00-J99,1029,respiratory,75,80
05978,ALT080B85,13661,ICD10D-A00-B99,369,infectious,80,85
05978,ALT080B85,13661,ICD10D-INS,10117,all,80,85
05978,ALT080B85,13661,ICD10D-J00-J99,738,respiratory,80,85
05978,ALT085B90,7927,ICD10D-A00-B99,341,infectious,85,90
05978,ALT085B90,7927,ICD10D-INS,7159,all,85,90
05978,ALT085B90,7927,ICD10D-J00-J99,561,respiratory,85,90
05978,ALT090UM,3663,ICD10D-A00-B99,186,infectious,90,NA
05978,ALT090UM,3663,ICD10D-INS,3415,all,90,NA
05978,ALT090UM,3663,ICD10D-J00-J99,306,respiratory,90,NA
06411,ALT000,1684,ICD10D-A00-B99,41,infectious,0,NA
06411,ALT000,1684,ICD10D-INS,2237,all,0,NA
06411,ALT000,1684,ICD10D-J00-J99,75,respiratory,0,NA
06411,ALT001B05,6009,ICD10D-A00-B99,60,infectious,1,5
06411,ALT001B05,6009,ICD10D-INS,611,all,1,5
06411,ALT001B05,6009,ICD10D-J00-J99,216,respiratory,1,5
06411,ALT005B10,6957,ICD10D-A00-B99,23,infectious,5,10
06411,ALT005B10,6957,ICD10D-INS,385,all,5,10
06411,ALT005B10,6957,ICD10D-J00-J99,80,respiratory,5,10
06411,ALT010B15,6447,ICD10D-A00-B99,27,infectious,10,15
06411,ALT010B15,6447,ICD10D-INS,437,all,10,15
06411,ALT010B15,6447,ICD10D-J00-J99,39,respiratory,10,15
06411,ALT015B20,7668,ICD10D-A00-B99,53,infectious,15,20
06411,ALT015B20,7668,ICD10D-INS,707,all,15,20
06411,ALT015B20,7668,ICD10D-J00-J99,51,respiratory,15,20
06411,ALT020B25,13797,ICD10D-A00-B99,52,infectious,20,25
06411,ALT020B25,13797,ICD10D-INS,1103,all,20,25
06411,ALT020B25,13797,ICD10D-J00-J99,91,respiratory,20,25
06411,ALT025B30,16710,ICD10D-A00-B99,59,infectious,25,30
06411,ALT025B30,16710,ICD10D-INS,1671,all,25,30
06411,ALT025B30,16710,ICD10D-J00-J99,112,respiratory,25,30
06411,ALT030B35,12524,ICD10D-A00-B99,42,infectious,30,35
06411,ALT030B35,12524,ICD10D-INS,1752,all,30,35
06411,ALT030B35,12524,ICD10D-J00-J99,75,respiratory,30,35
06411,ALT035B40,10232,ICD10D-A00-B99,39,infectious,35,40
06411,ALT035B40,10232,ICD10D-INS,1557,all,35,40
06411,ALT035B40,10232,ICD10D-J00-J99,65,respiratory,35,40
06411,ALT040B45,9133,ICD10D-A00-B99,34,infectious,40,45
06411,ALT040B45,9133,ICD10D-INS,1186,all,40,45
06411,ALT040B45,9133,ICD10D-J00-J99,56,respiratory,40,45
06411,ALT045B50,10551,ICD10D-A00-B99,41,infectious,45,50
06411,ALT045B50,10551,ICD10D-INS,1434,all,45,50
06411,ALT045B50,10551,ICD10D-J00-J99,57,respiratory,45,50
06411,ALT050B55,11006,ICD10D-A00-B99,53,infectious,50,55
06411,ALT050B55,11006,ICD10D-INS,1649,all,50,55
06411,ALT050B55,11006,ICD10D-J00-J99,65,respiratory,50,55
06411,ALT055B60,9667,ICD10D-A00-B99,45,infectious,55,60
06411,ALT055B60,9667,ICD10D-INS,1921,all,55,60
06411,ALT055B60,9667,ICD10D-J00-J99,84,respiratory,55,60
06411,ALT060B65,7850,ICD10D-A00-B99,58,infectious,60,65
06411,ALT060B65,7850,ICD10D-INS,1834,all,60,65
06411,ALT060B65,7850,ICD10D-J00-J99,100,respiratory,60,65
06411,ALT065B70,7209,ICD10D-A00-B99,57,infectious,65,70
06411,ALT065B70,7209,ICD10D-INS,2084,all,65,70
06411,ALT065B70,7209,ICD10D-J00-J99,117,respiratory,65,70
06411,ALT070B75,5817,ICD10D-A00-B99,67,infectious,70,75
06411,ALT070B75,5817,ICD10D-INS,2394,all,70,75
06411,ALT070B75,5817,ICD10D-J00-J99,127,respiratory,70,75
06411,ALT075B80,6287,ICD10D-A00-B99,99,infectious,75,80
06411,ALT075B80,6287,ICD10D-INS,2997,all,75,80
06411,ALT075B80,6287,ICD10D-J00-J99,197,respiratory,75,80
06411,ALT080B85,3970,ICD10D-A00-B99,96,infectious,80,85
06411,ALT080B85,3970,ICD10D-INS,2201,all,80,85
06411,ALT080B85,3970,ICD10D-J00-J99,142,respiratory,80,85
06411,ALT085B90,2374,ICD10D-A00-B99,74,infectious,85,90
06411,ALT085B90,2374,ICD10D-INS,1588,all,85,90
06411,ALT085B90,2374,ICD10D-J00-J99,107,respiratory,85,90
06411,ALT090UM,1545,ICD10D-A00-B99,56,infectious,90,NA
06411,ALT090UM,1545,ICD10D-INS,1029,all,90,NA
06411,ALT090UM,1545,ICD10D-J00-J99,70,respiratory,90,NA
06412,ALT000,8745,ICD10D-A00-B99,316,infectious,0,NA
06412,ALT000,8745,ICD10D-INS,11117,all,0,NA
06412,ALT000,8745,ICD10D-J00-J99,578,respiratory,0,NA
06412,ALT001B05,30871,ICD10D-A00-B99,407,infectious,1,5
06412,ALT001B05,30871,ICD10D-INS,3192,all,1,5
06412,ALT001B05,30871,ICD10D-J00-J99,1091,respiratory,1,5
06412,ALT005B10,34510,ICD10D-A00-B99,159,infectious,5,10
06412,ALT005B10,34510,ICD10D-INS,1844,all,5,10
06412,ALT005B10,34510,ICD10D-J00-J99,376,respiratory,5,10
06412,ALT010B15,30812,ICD10D-A00-B99,82,infectious,10,15
06412,ALT010B15,30812,ICD10D-INS,1834,all,10,15
06412,ALT010B15,30812,ICD10D-J00-J99,158,respiratory,10,15
06412,ALT015B20,30982,ICD10D-A00-B99,140,infectious,15,20
06412,ALT015B20,30982,ICD10D-INS,3030,all,15,20
06412,ALT015B20,30982,ICD10D-J00-J99,260,respiratory,15,20
06412,ALT020B25,42856,ICD10D-A00-B99,153,infectious,20,25
06412,ALT020B25,42856,ICD10D-INS,4446,all,20,25
06412,ALT020B25,42856,ICD10D-J00-J99,328,respiratory,20,25
06412,ALT025B30,65509,ICD10D-A00-B99,205,infectious,25,30
06412,ALT025B30,65509,ICD10D-INS,7464,all,25,30
06412,ALT025B30,65509,ICD10D-J00-J99,463,respiratory,25,30
06412,ALT030B35,68366,ICD10D-A00-B99,213,infectious,30,35
06412,ALT030B35,68366,ICD10D-INS,9610,all,30,35
06412,ALT030B35,68366,ICD10D-J00-J99,451,respiratory,30,35
06412,ALT035B40,61777,ICD10D-A00-B99,182,infectious,35,40
06412,ALT035B40,61777,ICD10D-INS,8625,all,35,40
06412,ALT035B40,61777,ICD10D-J00-J99,367,respiratory,35,40
06412,ALT040B45,54360,ICD10D-A00-B99,182,infectious,40,45
06412,ALT040B45,54360,ICD10D-INS,6980,all,40,45
06412,ALT040B45,54360,ICD10D-J00-J99,354,respiratory,40,45
06412,ALT045B50,57259,ICD10D-A00-B99,182,infectious,45,50
06412,ALT045B50,57259,ICD10D-INS,7473,all,45,50
06412,ALT045B50,57259,ICD10D-J00-J99,390,respiratory,45,50
06412,ALT050B55,54939,ICD10D-A00-B99,221,infectious,50,55
06412,ALT050B55,54939,ICD10D-INS,8936,all,50,55
06412,ALT050B55,54939,ICD10D-J00-J99,476,respiratory,50,55
06412,ALT055B60,43502,ICD10D-A00-B99,224,infectious,55,60
06412,ALT055B60,43502,ICD10D-INS,8850,all,55,60
06412,ALT055B60,43502,ICD10D-J00-J99,522,respiratory,55,60
06412,ALT060B65,35952,ICD10D-A00-B99,223,infectious,60,65
06412,ALT060B65,35952,ICD10D-INS,9269,all,60,65
06412,ALT060B65,35952,ICD10D-J00-J99,597,respiratory,60,65
06412,ALT065B70,32037,ICD10D-A00-B99,288,infectious,65,70
06412,ALT065B70,32037,ICD10D-INS,10696,all,65,70
06412,ALT065B70,32037,ICD10D-J00-J99,822,respiratory,65,70
06412,ALT070B75,25992,ICD10D-A00-B99,293,infectious,70,75
06412,ALT070B75,25992,ICD10D-INS,11260,all,70,75
06412,ALT070B75,25992,ICD10D-J00-J99,833,respiratory,70,75
06412,ALT075B80,26191,ICD10D-A00-B99,459,infectious,75,80
06412,ALT075B80,26191,ICD10D-INS,13298,all,75,80
06412,ALT075B80,26191,ICD10D-J00-J99,880,respiratory,75,80
06412,ALT080B85,16280,ICD10D-A00-B99,381,infectious,80,85
06412,ALT080B85,16280,ICD10D-INS,9918,all,80,85
06412,ALT080B85,16280,ICD10D-J00-J99,647,respiratory,80,85
06412,ALT085B90,9652,ICD10D-A00-B99,308,infectious,85,90
06412,ALT085B90,9652,ICD10D-INS,6949,all,85,90
06412,ALT085B90,9652,ICD10D-J00-J99,516,respiratory,85,90
06412,ALT090UM,5822,ICD10D-A00-B99,213,infectious,90,NA
06412,ALT090UM,5822,ICD10D-INS,4488,all,90,NA
06412,ALT090UM,5822,ICD10D-J00-J99,373,respiratory,90,NA
06413,ALT000,1521,ICD10D-A00-B99,49,infectious,0,NA
06413,ALT000,1521,ICD10D-INS,1968,all,0,NA
06413,ALT000,1521,ICD10D-J00-J99,121,respiratory,0,NA
06413,ALT001B05,5486,ICD10D-A00-B99,85,infectious,1,5
06413,ALT001B05,5486,ICD10D-INS,601,all,1,5
06413,ALT001B05,5486,ICD10D-J00-J99,196,respiratory,1,5
06413,ALT005B10,6301,ICD10D-A00-B99,38,infectious,5,10
06413,ALT005B10,6301,ICD10D-INS,413,all,5,10
06413,ALT005B10,6301,ICD10D-J00-J99,89,respiratory,5,10
06413,ALT010B15,6169,ICD10D-A00-B99,30,infectious,10,15
06413,ALT010B15,6169,ICD10D-INS,420,all,10,15
06413,ALT010B15,6169,ICD10D-J00-J99,22,respiratory,10,15
06413,ALT015B20,5922,ICD10D-A00-B99,37,infectious,15,20
06413,ALT015B20,5922,ICD10D-INS,739,all,15,20
06413,ALT015B20,5922,ICD10D-J00-J99,59,respiratory,15,20
06413,ALT020B25,7734,ICD10D-A00-B99,29,infectious,20,25
06413,ALT020B25,7734,ICD10D-INS,970,all,20,25
06413,ALT020B25,7734,ICD10D-J00-J99,71,respiratory,20,25
06413,ALT025B30,10321,ICD10D-A00-B99,32,infectious,25,30
06413,ALT025B30,10321,ICD10D-INS,1551,all,25,30
06413,ALT025B30,10321,ICD10D-J00-J99,91,respiratory,25,30
06413,ALT030B35,9817,ICD10D-A00-B99,32,infectious,30,35
06413,ALT030B35,9817,ICD10D-INS,1545,all,30,35
06413,ALT030B35,9817,ICD10D-J00-J99,68,respiratory,30,35
06413,ALT035B40,8807,ICD10D-A00-B99,19,infectious,35,40
06413,ALT035B40,8807,ICD10D-INS,1391,all,35,40
06413,ALT035B40,8807,ICD10D-J00-J99,61,respiratory,35,40
06413,ALT040B45,8276,ICD10D-A00-B99,30,infectious,40,45
06413,ALT040B45,8276,ICD10D-INS,1296,all,40,45
06413,ALT040B45,8276,ICD10D-J00-J99,79,respiratory,40,45
06413,ALT045B50,9175,ICD10D-A00-B99,19,infectious,45,50
06413,ALT045B50,9175,ICD10D-INS,1471,all,45,50
06413,ALT045B50,9175,ICD10D-J00-J99,77,respiratory,45,50
06413,ALT050B55,9462,ICD10D-A00-B99,36,infectious,50,55
06413,ALT050B55,9462,ICD10D-INS,1805,all,50,55
06413,ALT050B55,9462,ICD10D-J00-J99,86,respiratory,50,55
06413,ALT055B60,7951,ICD10D-A00-B99,38,infectious,55,60
06413,ALT055B60,7951,ICD10D-INS,1889,all,55,60
06413,ALT055B60,7951,ICD10D-J00-J99,122,respiratory,55,60
06413,ALT060B65,6585,ICD10D-A00-B99,46,infectious,60,65
06413,ALT060B65,6585,ICD10D-INS,1823,all,60,65
06413,ALT060B65,6585,ICD10D-J00-J99,116,respiratory,60,65
06413,ALT065B70,5669,ICD10D-A00-B99,51,infectious,65,70
06413,ALT065B70,5669,ICD10D-INS,1993,all,65,70
06413,ALT065B70,5669,ICD10D-J00-J99,148,respiratory,65,70
06413,ALT070B75,4758,ICD10D-A00-B99,73,infectious,70,75
06413,ALT070B75,4758,ICD10D-INS,2386,all,70,75
06413,ALT070B75,4758,ICD10D-J00-J99,213,respiratory,70,75
06413,ALT075B80,4886,ICD10D-A00-B99,103,infectious,75,80
06413,ALT075B80,4886,ICD10D-INS,2791,all,75,80
06413,ALT075B80,4886,ICD10D-J00-J99,224,respiratory,75,80
06413,ALT080B85,3130,ICD10D-A00-B99,101,infectious,80,85
06413,ALT080B85,3130,ICD10D-INS,2184,all,80,85
06413,ALT080B85,3130,ICD10D-J00-J99,143,respiratory,80,85
06413,ALT085B90,1686,ICD10D-A00-B99,64,infectious,85,90
06413,ALT085B90,1686,ICD10D-INS,1429,all,85,90
06413,ALT085B90,1686,ICD10D-J00-J99,118,respiratory,85,90
06413,ALT090UM,933,ICD10D-A00-B99,50,infectious,90,NA
06413,ALT090UM,933,ICD10D-INS,844,all,90,NA
06413,ALT090UM,933,ICD10D-J00-J99,78,respiratory,90,NA
06414,ALT000,3270,ICD10D-A00-B99,99,infectious,0,NA
06414,ALT000,3270,ICD10D-INS,4081,all,0,NA
06414,ALT000,3270,ICD10D-J00-J99,119,respiratory,0,NA
06414,ALT001B05,11333,ICD10D-A00-B99,112,infectious,1,5
06414,ALT001B05,11333,ICD10D-INS,1041,all,1,5
06414,ALT001B05,11333,ICD10D-J00-J99,266,respiratory,1,5
06414,ALT005B10,13417,ICD10D-A00-B99,57,infectious,5,10
06414,ALT005B10,13417,ICD10D-INS,850,all,5,10
06414,ALT005B10,13417,ICD10D-J00-J99,98,respiratory,5,10
06414,ALT010B15,12910,ICD10D-A00-B99,49,infectious,10,15
06414,ALT010B15,12910,ICD10D-INS,844,all,10,15
06414,ALT010B15,12910,ICD10D-J00-J99,52,respiratory,10,15
06414,ALT015B20,13872,ICD10D-A00-B99,57,infectious,15,20
06414,ALT015B20,13872,ICD10D-INS,1549,all,15,20
06414,ALT015B20,13872,ICD10D-J00-J99,124,respiratory,15,20
06414,ALT020B25,15601,ICD10D-A00-B99,86,infectious,20,25
06414,ALT020B25,15601,ICD10D-INS,2142,all,20,25
06414,ALT020B25,15601,ICD10D-J00-J99,161,respiratory,20,25
06414,ALT025B30,18594,ICD10D-A00-B99,67,infectious,25,30
06414,ALT025B30,18594,ICD10D-INS,2928,all,25,30
06414,ALT025B30,18594,ICD10D-J00-J99,152,respiratory,25,30
06414,ALT030B35,19041,ICD10D-A00-B99,66,infectious,30,35
06414,ALT030B35,19041,ICD10D-INS,3310,all,30,35
06414,ALT030B35,19041,ICD10D-J00-J99,147,respiratory,30,35
06414,ALT035B40,19131,ICD10D-A00-B99,57,infectious,35,40
06414,ALT035B40,19131,ICD10D-INS,2827,all,35,40
06414,ALT035B40,19131,ICD10D-J00-J99,149,respiratory,35,40
06414,ALT040B45,17894,ICD10D-A00-B99,62,infectious,40,45
06414,ALT040B45,17894,ICD10D-INS,2346,all,40,45
06414,ALT040B45,17894,ICD10D-J00-J99,122,respiratory,40,45
06414,ALT045B50,20981,ICD10D-A00-B99,81,infectious,45,50
06414,ALT045B50,20981,ICD10D-INS,2908,all,45,50
06414,ALT045B50,20981,ICD10D-J00-J99,144,respiratory,45,50
06414,ALT050B55,22184,ICD10D-A00-B99,75,infectious,50,55
06414,ALT050B55,22184,ICD10D-INS,3623,all,50,55
